Ma_TSN,Ten_TSN,type,Ma_toa_cha,Ten_toa_cha,Ma_SSN,Ten_SSN,Tinh
D01.145.11,"Tòa án nhân dân khu vực 11 - Quảng Ngãi",NEW,D01.145,"Tòa án nhân dân tỉnh Quảng Ngãi",D01.145.11,"Tòa án nhân dân khu vực 11 - Quảng Ngãi","Tỉnh Quảng Ngãi"
D01.146.01,"Tòa án nhân dân khu vực 1 - Quảng Ninh",NEW,D01.146,"Tòa án nhân dân tỉnh Quảng Ninh",D01.146.01,"Tòa án nhân dân khu vực 1 - Quảng Ninh","Tỉnh Quảng Ninh"
D01.146.02,"Tòa án nhân dân khu vực 2 - Quảng Ninh",NEW,D01.146,"Tòa án nhân dân tỉnh Quảng Ninh",D01.146.02,"Tòa án nhân dân khu vực 2 - Quảng Ninh","Tỉnh Quảng Ninh"
D01.146.03,"Tòa án nhân dân khu vực 3 - Quảng Ninh",NEW,D01.146,"Tòa án nhân dân tỉnh Quảng Ninh",D01.146.03,"Tòa án nhân dân khu vực 3 - Quảng Ninh","Tỉnh Quảng Ninh"
D01.146.04,"Tòa án nhân dân khu vực 4 - Quảng Ninh",NEW,D01.146,"Tòa án nhân dân tỉnh Quảng Ninh",D01.146.04,"Tòa án nhân dân khu vực 4 - Quảng Ninh","Tỉnh Quảng Ninh"
D01.146.05,"Tòa án nhân dân khu vực 5 - Quảng Ninh",NEW,D01.146,"Tòa án nhân dân tỉnh Quảng Ninh",D01.146.05,"Tòa án nhân dân khu vực 5 - Quảng Ninh","Tỉnh Quảng Ninh"
D01.146.06,"Tòa án nhân dân khu vực 6 - Quảng Ninh",NEW,D01.146,"Tòa án nhân dân tỉnh Quảng Ninh",D01.146.06,"Tòa án nhân dân khu vực 6 - Quảng Ninh","Tỉnh Quảng Ninh"
D01.147.01,"Tòa án nhân dân khu vực 1 - Quảng Trị",NEW,D01.147,"Tòa án nhân dân tỉnh Quảng Trị",D01.147.01,"Tòa án nhân dân khu vực 1 - Quảng Trị","Tỉnh Quảng Trị"
D01.147.02,"Tòa án nhân dân khu vực 2 - Quảng Trị",NEW,D01.147,"Tòa án nhân dân tỉnh Quảng Trị",D01.147.02,"Tòa án nhân dân khu vực 2 - Quảng Trị","Tỉnh Quảng Trị"
D01.147.03,"Tòa án nhân dân khu vực 3 - Quảng Trị",NEW,D01.147,"Tòa án nhân dân tỉnh Quảng Trị",D01.147.03,"Tòa án nhân dân khu vực 3 - Quảng Trị","Tỉnh Quảng Trị"
D01.147.04,"Tòa án nhân dân khu vực 4 - Quảng Trị",NEW,D01.147,"Tòa án nhân dân tỉnh Quảng Trị",D01.147.04,"Tòa án nhân dân khu vực 4 - Quảng Trị","Tỉnh Quảng Trị"
D01.147.05,"Tòa án nhân dân khu vực 5 - Quảng Trị",NEW,D01.147,"Tòa án nhân dân tỉnh Quảng Trị",D01.147.05,"Tòa án nhân dân khu vực 5 - Quảng Trị","Tỉnh Quảng Trị"
D01.147.06,"Tòa án nhân dân khu vực 6 - Quảng Trị",NEW,D01.147,"Tòa án nhân dân tỉnh Quảng Trị",D01.147.06,"Tòa án nhân dân khu vực 6 - Quảng Trị","Tỉnh Quảng Trị"
D01.147.07,"Tòa án nhân dân khu vực 7 - Quảng Trị",NEW,D01.147,"Tòa án nhân dân tỉnh Quảng Trị",D01.147.07,"Tòa án nhân dân khu vực 7 - Quảng Trị","Tỉnh Quảng Trị"
D01.147.08,"Tòa án nhân dân khu vực 8 - Quảng Trị",NEW,D01.147,"Tòa án nhân dân tỉnh Quảng Trị",D01.147.08,"Tòa án nhân dân khu vực 8 - Quảng Trị","Tỉnh Quảng Trị"
D01.148.01,"Tòa án nhân dân khu vực 1 - Sơn La",NEW,D01.148,"Tòa án nhân dân tỉnh Sơn La",D01.148.01,"Tòa án nhân dân khu vực 1 - Sơn La","Tỉnh Sơn La"
D01.148.02,"Tòa án nhân dân khu vực 2 - Sơn La",NEW,D01.148,"Tòa án nhân dân tỉnh Sơn La",D01.148.02,"Tòa án nhân dân khu vực 2 - Sơn La","Tỉnh Sơn La"
D01.148.03,"Tòa án nhân dân khu vực 3 - Sơn La",NEW,D01.148,"Tòa án nhân dân tỉnh Sơn La",D01.148.03,"Tòa án nhân dân khu vực 3 - Sơn La","Tỉnh Sơn La"
D01.148.04,"Tòa án nhân dân khu vực 4 - Sơn La",NEW,D01.148,"Tòa án nhân dân tỉnh Sơn La",D01.148.04,"Tòa án nhân dân khu vực 4 - Sơn La","Tỉnh Sơn La"
D01.148.05,"Tòa án nhân dân khu vực 5 - Sơn La",NEW,D01.148,"Tòa án nhân dân tỉnh Sơn La",D01.148.05,"Tòa án nhân dân khu vực 5 - Sơn La","Tỉnh Sơn La"
D01.148.06,"Tòa án nhân dân khu vực 6 - Sơn La",NEW,D01.148,"Tòa án nhân dân tỉnh Sơn La",D01.148.06,"Tòa án nhân dân khu vực 6 - Sơn La","Tỉnh Sơn La"
D01.149.01,"Tòa án nhân dân khu vực 1 - Tây Ninh",NEW,D01.149,"Tòa án nhân dân tỉnh Tây Ninh",D01.149.01,"Tòa án nhân dân khu vực 1 - Tây Ninh","Tỉnh Tây Ninh"
D01.149.02,"Tòa án nhân dân khu vực 2 - Tây Ninh",NEW,D01.149,"Tòa án nhân dân tỉnh Tây Ninh",D01.149.02,"Tòa án nhân dân khu vực 2 - Tây Ninh","Tỉnh Tây Ninh"
D01.149.03,"Tòa án nhân dân khu vực 3 - Tây Ninh",NEW,D01.149,"Tòa án nhân dân tỉnh Tây Ninh",D01.149.03,"Tòa án nhân dân khu vực 3 - Tây Ninh","Tỉnh Tây Ninh"
D01.149.04,"Tòa án nhân dân khu vực 4 - Tây Ninh",NEW,D01.149,"Tòa án nhân dân tỉnh Tây Ninh",D01.149.04,"Tòa án nhân dân khu vực 4 - Tây Ninh","Tỉnh Tây Ninh"
D01.149.05,"Tòa án nhân dân khu vực 5 - Tây Ninh",NEW,D01.149,"Tòa án nhân dân tỉnh Tây Ninh",D01.149.05,"Tòa án nhân dân khu vực 5 - Tây Ninh","Tỉnh Tây Ninh"
D01.149.06,"Tòa án nhân dân khu vực 6 - Tây Ninh",NEW,D01.149,"Tòa án nhân dân tỉnh Tây Ninh",D01.149.06,"Tòa án nhân dân khu vực 6 - Tây Ninh","Tỉnh Tây Ninh"
D01.149.07,"Tòa án nhân dân khu vực 7 - Tây Ninh",NEW,D01.149,"Tòa án nhân dân tỉnh Tây Ninh",D01.149.07,"Tòa án nhân dân khu vực 7 - Tây Ninh","Tỉnh Tây Ninh"
D01.149.08,"Tòa án nhân dân khu vực 8 - Tây Ninh",NEW,D01.149,"Tòa án nhân dân tỉnh Tây Ninh",D01.149.08,"Tòa án nhân dân khu vực 8 - Tây Ninh","Tỉnh Tây Ninh"
D01.149.09,"Tòa án nhân dân khu vực 9 - Tây Ninh",NEW,D01.149,"Tòa án nhân dân tỉnh Tây Ninh",D01.149.09,"Tòa án nhân dân khu vực 9 - Tây Ninh","Tỉnh Tây Ninh"
D01.149.10,"Tòa án nhân dân khu vực 10 - Tây Ninh",NEW,D01.149,"Tòa án nhân dân tỉnh Tây Ninh",D01.149.10,"Tòa án nhân dân khu vực 10 - Tây Ninh","Tỉnh Tây Ninh"
D01.149.11,"Tòa án nhân dân khu vực 11 - Tây Ninh",NEW,D01.149,"Tòa án nhân dân tỉnh Tây Ninh",D01.149.11,"Tòa án nhân dân khu vực 11 - Tây Ninh","Tỉnh Tây Ninh"
D01.149.12,"Tòa án nhân dân khu vực 12 - Tây Ninh",NEW,D01.149,"Tòa án nhân dân tỉnh Tây Ninh",D01.149.12,"Tòa án nhân dân khu vực 12 - Tây Ninh","Tỉnh Tây Ninh"
D01.150.01,"Tòa án nhân dân khu vực 1 - Thái Nguyên",NEW,D01.150,"Tòa án nhân dân tỉnh Thái Nguyên",D01.150.01,"Tòa án nhân dân khu vực 1 - Thái Nguyên","Tỉnh Thái Nguyên"
D01.150.02,"Tòa án nhân dân khu vực 2 - Thái Nguyên",NEW,D01.150,"Tòa án nhân dân tỉnh Thái Nguyên",D01.150.02,"Tòa án nhân dân khu vực 2 - Thái Nguyên","Tỉnh Thái Nguyên"
D01.150.03,"Tòa án nhân dân khu vực 3 - Thái Nguyên",NEW,D01.150,"Tòa án nhân dân tỉnh Thái Nguyên",D01.150.03,"Tòa án nhân dân khu vực 3 - Thái Nguyên","Tỉnh Thái Nguyên"
D01.150.04,"Tòa án nhân dân khu vực 4 - Thái Nguyên",NEW,D01.150,"Tòa án nhân dân tỉnh Thái Nguyên",D01.150.04,"Tòa án nhân dân khu vực 4 - Thái Nguyên","Tỉnh Thái Nguyên"
D01.150.05,"Tòa án nhân dân khu vực 5 - Thái Nguyên",NEW,D01.150,"Tòa án nhân dân tỉnh Thái Nguyên",D01.150.05,"Tòa án nhân dân khu vực 5 - Thái Nguyên","Tỉnh Thái Nguyên"
D01.150.06,"Tòa án nhân dân khu vực 6 - Thái Nguyên",NEW,D01.150,"Tòa án nhân dân tỉnh Thái Nguyên",D01.150.06,"Tòa án nhân dân khu vực 6 - Thái Nguyên","Tỉnh Thái Nguyên"
D01.150.07,"Tòa án nhân dân khu vực 7 - Thái Nguyên",NEW,D01.150,"Tòa án nhân dân tỉnh Thái Nguyên",D01.150.07,"Tòa án nhân dân khu vực 7 - Thái Nguyên","Tỉnh Thái Nguyên"
D01.150.08,"Tòa án nhân dân khu vực 8 - Thái Nguyên",NEW,D01.150,"Tòa án nhân dân tỉnh Thái Nguyên",D01.150.08,"Tòa án nhân dân khu vực 8 - Thái Nguyên","Tỉnh Thái Nguyên"
D01.150.09,"Tòa án nhân dân khu vực 9 - Thái Nguyên",NEW,D01.150,"Tòa án nhân dân tỉnh Thái Nguyên",D01.150.09,"Tòa án nhân dân khu vực 9 - Thái Nguyên","Tỉnh Thái Nguyên"
D01.151.01,"Tòa án nhân dân khu vực 1 - Thanh Hóa",NEW,D01.151,"Tòa án nhân dân tỉnh Thanh Hóa",D01.151.01,"Tòa án nhân dân khu vực 1 - Thanh Hóa","Tỉnh Thanh Hóa"
D01.151.02,"Tòa án nhân dân khu vực 2 - Thanh Hóa",NEW,D01.151,"Tòa án nhân dân tỉnh Thanh Hóa",D01.151.02,"Tòa án nhân dân khu vực 2 - Thanh Hóa","Tỉnh Thanh Hóa"
D01.151.03,"Tòa án nhân dân khu vực 3 - Thanh Hóa",NEW,D01.151,"Tòa án nhân dân tỉnh Thanh Hóa",D01.151.03,"Tòa án nhân dân khu vực 3 - Thanh Hóa","Tỉnh Thanh Hóa"
D01.151.04,"Tòa án nhân dân khu vực 4 - Thanh Hóa",NEW,D01.151,"Tòa án nhân dân tỉnh Thanh Hóa",D01.151.04,"Tòa án nhân dân khu vực 4 - Thanh Hóa","Tỉnh Thanh Hóa"
D01.151.05,"Tòa án nhân dân khu vực 5 - Thanh Hóa",NEW,D01.151,"Tòa án nhân dân tỉnh Thanh Hóa",D01.151.05,"Tòa án nhân dân khu vực 5 - Thanh Hóa","Tỉnh Thanh Hóa"
D01.151.06,"Tòa án nhân dân khu vực 6 - Thanh Hóa",NEW,D01.151,"Tòa án nhân dân tỉnh Thanh Hóa",D01.151.06,"Tòa án nhân dân khu vực 6 - Thanh Hóa","Tỉnh Thanh Hóa"
D01.151.07,"Tòa án nhân dân khu vực 7 - Thanh Hóa",NEW,D01.151,"Tòa án nhân dân tỉnh Thanh Hóa",D01.151.07,"Tòa án nhân dân khu vực 7 - Thanh Hóa","Tỉnh Thanh Hóa"
D01.151.08,"Tòa án nhân dân khu vực 8 - Thanh Hóa",NEW,D01.151,"Tòa án nhân dân tỉnh Thanh Hóa",D01.151.08,"Tòa án nhân dân khu vực 8 - Thanh Hóa","Tỉnh Thanh Hóa"
D01.151.09,"Tòa án nhân dân khu vực 9 - Thanh Hóa",NEW,D01.151,"Tòa án nhân dân tỉnh Thanh Hóa",D01.151.09,"Tòa án nhân dân khu vực 9 - Thanh Hóa","Tỉnh Thanh Hóa"
D01.151.10,"Tòa án nhân dân khu vực 10 - Thanh Hóa",NEW,D01.151,"Tòa án nhân dân tỉnh Thanh Hóa",D01.151.10,"Tòa án nhân dân khu vực 10 - Thanh Hóa","Tỉnh Thanh Hóa"
D01.151.11,"Tòa án nhân dân khu vực 11 - Thanh Hóa",NEW,D01.151,"Tòa án nhân dân tỉnh Thanh Hóa",D01.151.11,"Tòa án nhân dân khu vực 11 - Thanh Hóa","Tỉnh Thanh Hóa"
D01.151.12,"Tòa án nhân dân khu vực 12 - Thanh Hóa",NEW,D01.151,"Tòa án nhân dân tỉnh Thanh Hóa",D01.151.12,"Tòa án nhân dân khu vực 12 - Thanh Hóa","Tỉnh Thanh Hóa"
D01.151.13,"Tòa án nhân dân khu vực 13 - Thanh Hóa",NEW,D01.151,"Tòa án nhân dân tỉnh Thanh Hóa",D01.151.13,"Tòa án nhân dân khu vực 13 - Thanh Hóa","Tỉnh Thanh Hóa"
D01.152.01,"Tòa án nhân dân khu vực 1 - Tuyên Quang",NEW,D01.152,"Tòa án nhân dân tỉnh Tuyên Quang",D01.152.01,"Tòa án nhân dân khu vực 1 - Tuyên Quang","Tỉnh Tuyên Quang"
D01.152.02,"Tòa án nhân dân khu vực 2 - Tuyên Quang",NEW,D01.152,"Tòa án nhân dân tỉnh Tuyên Quang",D01.152.02,"Tòa án nhân dân khu vực 2 - Tuyên Quang","Tỉnh Tuyên Quang"
D01.152.03,"Tòa án nhân dân khu vực 3 - Tuyên Quang",NEW,D01.152,"Tòa án nhân dân tỉnh Tuyên Quang",D01.152.03,"Tòa án nhân dân khu vực 3 - Tuyên Quang","Tỉnh Tuyên Quang"
D01.152.04,"Tòa án nhân dân khu vực 4 - Tuyên Quang",NEW,D01.152,"Tòa án nhân dân tỉnh Tuyên Quang",D01.152.04,"Tòa án nhân dân khu vực 4 - Tuyên Quang","Tỉnh Tuyên Quang"
D01.152.05,"Tòa án nhân dân khu vực 5 - Tuyên Quang",NEW,D01.152,"Tòa án nhân dân tỉnh Tuyên Quang",D01.152.05,"Tòa án nhân dân khu vực 5 - Tuyên Quang","Tỉnh Tuyên Quang"
D01.152.06,"Tòa án nhân dân khu vực 6 - Tuyên Quang",NEW,D01.152,"Tòa án nhân dân tỉnh Tuyên Quang",D01.152.06,"Tòa án nhân dân khu vực 6 - Tuyên Quang","Tỉnh Tuyên Quang"
D01.152.07,"Tòa án nhân dân khu vực 7 - Tuyên Quang",NEW,D01.152,"Tòa án nhân dân tỉnh Tuyên Quang",D01.152.07,"Tòa án nhân dân khu vực 7 - Tuyên Quang","Tỉnh Tuyên Quang"
D01.152.08,"Tòa án nhân dân khu vực 8 - Tuyên Quang",NEW,D01.152,"Tòa án nhân dân tỉnh Tuyên Quang",D01.152.08,"Tòa án nhân dân khu vực 8 - Tuyên Quang","Tỉnh Tuyên Quang"
D01.153.01,"Tòa án nhân dân khu vực 1 - Vĩnh Long",NEW,D01.153,"Tòa án nhân dân tỉnh Vĩnh Long",D01.153.01,"Tòa án nhân dân khu vực 1 - Vĩnh Long","Tỉnh Vĩnh Long"
D01.153.02,"Tòa án nhân dân khu vực 2 - Vĩnh Long",NEW,D01.153,"Tòa án nhân dân tỉnh Vĩnh Long",D01.153.02,"Tòa án nhân dân khu vực 2 - Vĩnh Long","Tỉnh Vĩnh Long"
D01.153.03,"Tòa án nhân dân khu vực 3 - Vĩnh Long",NEW,D01.153,"Tòa án nhân dân tỉnh Vĩnh Long",D01.153.03,"Tòa án nhân dân khu vực 3 - Vĩnh Long","Tỉnh Vĩnh Long"
D01.153.04,"Tòa án nhân dân khu vực 4 - Vĩnh Long",NEW,D01.153,"Tòa án nhân dân tỉnh Vĩnh Long",D01.153.04,"Tòa án nhân dân khu vực 4 - Vĩnh Long","Tỉnh Vĩnh Long"
D01.153.05,"Tòa án nhân dân khu vực 5 - Vĩnh Long",NEW,D01.153,"Tòa án nhân dân tỉnh Vĩnh Long",D01.153.05,"Tòa án nhân dân khu vực 5 - Vĩnh Long","Tỉnh Vĩnh Long"
D01.153.06,"Tòa án nhân dân khu vực 6 - Vĩnh Long",NEW,D01.153,"Tòa án nhân dân tỉnh Vĩnh Long",D01.153.06,"Tòa án nhân dân khu vực 6 - Vĩnh Long","Tỉnh Vĩnh Long"
D01.153.07,"Tòa án nhân dân khu vực 7 - Vĩnh Long",NEW,D01.153,"Tòa án nhân dân tỉnh Vĩnh Long",D01.153.07,"Tòa án nhân dân khu vực 7 - Vĩnh Long","Tỉnh Vĩnh Long"
D01.153.08,"Tòa án nhân dân khu vực 8 - Vĩnh Long",NEW,D01.153,"Tòa án nhân dân tỉnh Vĩnh Long",D01.153.08,"Tòa án nhân dân khu vực 8 - Vĩnh Long","Tỉnh Vĩnh Long"
D01.153.09,"Tòa án nhân dân khu vực 9 - Vĩnh Long",NEW,D01.153,"Tòa án nhân dân tỉnh Vĩnh Long",D01.153.09,"Tòa án nhân dân khu vực 9 - Vĩnh Long","Tỉnh Vĩnh Long"
D01.153.10,"Tòa án nhân dân khu vực 10 - Vĩnh Long",NEW,D01.153,"Tòa án nhân dân tỉnh Vĩnh Long",D01.153.10,"Tòa án nhân dân khu vực 10 - Vĩnh Long","Tỉnh Vĩnh Long"
D01.153.11,"Tòa án nhân dân khu vực 11 - Vĩnh Long",NEW,D01.153,"Tòa án nhân dân tỉnh Vĩnh Long",D01.153.11,"Tòa án nhân dân khu vực 11 - Vĩnh Long","Tỉnh Vĩnh Long"
D01.153.12,"Tòa án nhân dân khu vực 12 - Vĩnh Long",NEW,D01.153,"Tòa án nhân dân tỉnh Vĩnh Long",D01.153.12,"Tòa án nhân dân khu vực 12 - Vĩnh Long","Tỉnh Vĩnh Long"
D01.153.13,"Tòa án nhân dân khu vực 13 - Vĩnh Long",NEW,D01.153,"Tòa án nhân dân tỉnh Vĩnh Long",D01.153.13,"Tòa án nhân dân khu vực 13 - Vĩnh Long","Tỉnh Vĩnh Long"
D01.153.14,"Tòa án nhân dân khu vực 14 - Vĩnh Long",NEW,D01.153,"Tòa án nhân dân tỉnh Vĩnh Long",D01.153.14,"Tòa án nhân dân khu vực 14 - Vĩnh Long","Tỉnh Vĩnh Long"
D01.98,"Tòa án nhân dân tỉnh Test",OLD,NULL,NULL,D01.198,"Tòa án nhân dân tỉnh Test New","Tỉnh Test"
D01.98.01,"Tòa án nhân dân huyện Test",OLD,D01.98,"Tòa án nhân dân tỉnh Test",D01.198.01,"Tòa án nhân dân khu vực Test - Tỉnh test","Tỉnh Test"
D01.198,"Tòa án nhân dân tỉnh Test New",NEW,NULL,NULL,D01.198,"Tòa án nhân dân tỉnh Test New","Tỉnh Test"
D01.198.01,"Tòa án nhân dân khu vực Test - Tỉnh test",NEW,D01.198,"Tòa án nhân dân tỉnh Test New",D01.198.01,"Tòa án nhân dân khu vực Test - Tỉnh test","Tỉnh Test New"
D01.82.11,"Tòa án nhân dân quận Phú Xuân",OLD,D01.82,"Tòa án nhân dân tỉnh Thừa Thiên - Huế",D01.135.02,"Tòa án nhân dân khu vực 2 - Huế","Thành phố Huế"
D01.82.10,"Tòa án nhân dân quận Thuận Hóa",OLD,D01.82,"Tòa án nhân dân tỉnh Thừa Thiên - Huế",D01.135.01,"Tòa án nhân dân khu vực 1 - Huế","Thành phố Huế"
D01.27.09,"Tòa án nhân dân huyện Long Đất",OLD,D01.27,"Tòa án nhân dân tỉnh Bà Rịa - Vũng Tàu",D01.134.13,"Tòa án nhân dân khu vực 13 - Hồ Chí Minh","Tỉnh Bà Rịa - Vũng Tàu"
D01.28.11,"Tòa án nhân dân thị xã Chũ",OLD,D01.28,"Tòa án nhân dân tỉnh Bắc Giang",D01.121.05,"Tòa án nhân dân khu vực 5 - Bắc Ninh","Tỉnh Bắc Giang"
D01.40.07,"Tòa án nhân dân huyện Hoà Vang, thành phố Đà Nẵng",OLD,D01.40,"Tòa án nhân dân Thành phố Đà Nẵng",D01.125.04,"Tòa án nhân dân khu vực 4 - Đà Nẵng","Thành phố Đà Nẵng"
D01.86.03,"Tòa án nhân dân huyện Bình Tân, tỉnh Vĩnh Long",OLD,D01.86,"Tòa án nhân dân tỉnh Vĩnh Long",D01.153.03,"Tòa án nhân dân khu vực 3 - Vĩnh Long","Tỉnh Vĩnh Long"
D01.84.07,"Tòa án nhân dân huyện Duyên Hải, tỉnh Trà Vinh",OLD,D01.84,"Tòa án nhân dân tỉnh Trà Vinh",D01.153.14,"Tòa án nhân dân khu vực 14 - Vĩnh Long","Tỉnh Trà Vinh"
D01.45.06,"Tòa án nhân dân huyện Hồng Ngự, tỉnh Đồng Tháp",OLD,D01.45,"Tòa án nhân dân tỉnh Đồng Tháp",D01.129.12,"Tòa án nhân dân khu vực 12 - Đồng Tháp","Tỉnh Đồng Tháp"
D01.85.05,"Tòa án nhân dân huyện Nà Hang, tỉnh Tuyên Quang",OLD,D01.85,"Tòa án nhân dân tỉnh Tuyên Quang",D01.152.03,"Tòa án nhân dân khu vực 3 - Tuyên Quang","Tỉnh Tuyên Quang"
D01.83.05,"Tòa án nhân dân huyện Cai Lậy, tỉnh Tiền Giang",OLD,D01.83,"Tòa án nhân dân tỉnh Tiền Giang",D01.129.04,"Tòa án nhân dân khu vực 4 - Đồng Tháp","Tỉnh Tiền Giang"
D01.82.01,"Tòa án nhân dân thành phố Huế, tỉnh Thừa Thiên - Huế",OLD,D01.82,"Tòa án nhân dân tỉnh Thừa Thiên - Huế",D01.135,"Tòa án nhân dân Thành phố Huế","Thành phố Huế"
D01.27.05,"Tòa án nhân dân huyện Đất Đỏ, tỉnh Bà Rịa - Vũng Tàu",OLD,D01.27,"Tòa án nhân dân tỉnh Bà Rịa - Vũng Tàu",D01.134.13,"Tòa án nhân dân khu vực 13 - Hồ Chí Minh","Tỉnh Bà Rịa - Vũng Tàu"
D01.82.05,"Tòa án nhân dân huyện Nam Đông, tỉnh Thừa Thiên - Huế",OLD,D01.82,"Tòa án nhân dân tỉnh Thừa Thiên - Huế",D01.135.04,"Tòa án nhân dân khu vực 4 - Huế","Thành phố Huế"
D01.27.06,"Tòa án nhân dân huyện Long Điền, tỉnh Bà Rịa - Vũng Tàu",OLD,D01.27,"Tòa án nhân dân tỉnh Bà Rịa - Vũng Tàu",D01.134.13,"Tòa án nhân dân khu vực 13 - Hồ Chí Minh","Tỉnh Bà Rịa - Vũng Tàu"
D01.66.02,"Tòa án nhân dân thị xã Cửa Lò, tỉnh Nghệ An",OLD,D01.66,"Tòa án nhân dân tỉnh Nghệ An",D01.142.01,"Tòa án nhân dân khu vực 1 - Nghệ An","Tỉnh Nghệ An"
D01.81.07,"Tòa án nhân dân huyện Đông Sơn, tỉnh Thanh Hóa",OLD,D01.81,"Tòa án nhân dân tỉnh Thanh Hóa",D01.151.01,"Tòa án nhân dân khu vực 1 - Thanh Hóa","Tỉnh Thanh Hóa"
D01.72.11,"Tòa án nhân dân huyện Nông Sơn, tỉnh Quảng Nam",OLD,D01.72,"Tòa án nhân dân tỉnh Quảng Nam",D01.125.06,"Tòa án nhân dân khu vực 6 - Đà Nẵng","Tỉnh Quảng Nam"
D01.65.04,"Tòa án nhân dân huyện Mỹ Lộc, tỉnh Nam Định",OLD,D01.65,"Tòa án nhân dân tỉnh Nam Định",D01.143.07,"Tòa án nhân dân khu vực 7 - Ninh Bình","Tỉnh Nam Định"
D01.60.07,"Tòa án nhân dân huyện Tân Uyên, tỉnh Lai Châu",OLD,D01.60,"Tòa án nhân dân tỉnh Lai Châu",D01.138.02,"Tòa án nhân dân khu vực 2 - Lai Châu","Tỉnh Lai Châu"
D01.53.06,"Tòa án nhân dân huyện Long Mỹ, tỉnh Hậu Giang",OLD,D01.53,"Tòa án nhân dân tỉnh Hậu Giang",D01.124.12,"Tòa án nhân dân khu vực 12 - Cần Thơ","Tỉnh Hậu Giang"
D01.50.09,"Tòa án nhân dân huyện Kỳ Anh, tỉnh Hà Tĩnh",OLD,D01.50,"Tòa án nhân dân tỉnh Hà Tĩnh",D01.132.02,"Tòa án nhân dân khu vực 2 - Hà Tĩnh","Tỉnh Hà Tĩnh"
D01.50.10,"Tòa án nhân dân huyện Lộc Hà, tỉnh Hà Tĩnh",OLD,D01.50,"Tòa án nhân dân tỉnh Hà Tĩnh",D01.132.01,"Tòa án nhân dân khu vực 1 - Hà Tĩnh","Tỉnh Hà Tĩnh"
D01.45.05,"Tòa án nhân dân huyện Châu Thành, tỉnh Đồng Tháp",OLD,D01.45,"Tòa án nhân dân tỉnh Đồng Tháp",D01.129.08,"Tòa án nhân dân khu vực 8 - Đồng Tháp","Tỉnh Đồng Tháp"
THONGNONG,"Tòa án nhân dân huyện Thông Nông, tỉnh Cao Bằng",OLD,D01.39,"Tòa án nhân dân tỉnh Cao Bằng",D01.123.04,"Tòa án nhân dân khu vực 4 - Cao Bằng","Tỉnh Cao Bằng"
TRALINH,"Tòa án nhân dân huyện Trà Lĩnh, tỉnh Cao Bằng",OLD,D01.39,"Tòa án nhân dân tỉnh Cao Bằng",D01.123.03,"Tòa án nhân dân khu vực 3 - Cao Bằng","Tỉnh Cao Bằng"
QUANGUYEN,"Tòa án nhân dân huyện Quảng Uyên, tỉnh Cao Bằng",OLD,D01.39,"Tòa án nhân dân tỉnh Cao Bằng",D01.123.02,"Tòa án nhân dân khu vực 2 - Cao Bằng","Tỉnh Cao Bằng"
PHUCHOA,"Tòa án nhân dân huyện Phục Hòa, tỉnh Cao Bằng",OLD,D01.39,"Tòa án nhân dân tỉnh Cao Bằng",D01.123.02,"Tòa án nhân dân khu vực 2 - Cao Bằng","Tỉnh Cao Bằng"
HOANHBO,"Tòa án nhân dân huyện Hoành Bồ, tỉnh Quảng Ninh",OLD,D01.74,"Tòa án nhân dân tỉnh Quảng Ninh",D01.146.01,"Tòa án nhân dân khu vực 1 - Quảng Ninh","Tỉnh Quảng Ninh"
HATAY,"Tòa án nhân dân tỉnh Hà Tây",OLD,D01.49,"Tòa án nhân dân Thành phố Hà Nội",D01.131,"Tòa án nhân dân Thành phố Hà Nội","Thành phố Hà Nội"
HADONG,"Tòa án nhân dân thị xã Hà Đông, tỉnh Hà Tây",OLD,D01.49,"Tòa án nhân dân Thành phố Hà Nội",D01.131.06,"Tòa án nhân dân khu vực 6 - Hà Nội","Thành phố Hà Nội"
Q2HCM,"Tòa án nhân dân Quận 2, Thành phố Hồ Chí Minh",OLD,D01.54,"Tòa án nhân dân Thành phố Hồ Chí Minh",D01.134.02,"Tòa án nhân dân khu vực 2 - Hồ Chí Minh","Thành phố Hồ Chí Minh"
Q9HCM,"Tòa án nhân dân Quận 9, Thành phố Hồ Chí Minh",OLD,D01.54,"Tòa án nhân dân Thành phố Hồ Chí Minh",D01.134.02,"Tòa án nhân dân khu vực 2 - Hồ Chí Minh","Thành phố Hồ Chí Minh"
HABAC,"Tòa án nhân dân tỉnh Hà Bắc",OLD,D01.28,"Tòa án nhân dân tỉnh Bắc Giang",D01.121,"Tòa án nhân dân tỉnh Bắc Ninh","Tỉnh Bắc Giang"
TAYTRA,"Tòa án nhân dân huyện Tây Trà, tỉnh Quảng Ngãi",OLD,D01.73,"Tòa án nhân dân tỉnh Quảng Ngãi",D01.145.02,"Tòa án nhân dân khu vực 2 - Quảng Ngãi","Tỉnh Quảng Ngãi"
TINHGIA,"Tòa án nhân dân huyện Tĩnh Gia, tỉnh Thanh Hóa",OLD,D01.81,"Tòa án nhân dân tỉnh Thanh Hóa",D01.151.09,"Tòa án nhân dân khu vực 9 - Thanh Hóa","Tỉnh Thanh Hóa"
